                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.1676,                 4.0322,                 2.7441,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                 0.0865,                 0.0015,                 0.0015
                      2,                 3.4032,                 2.9884,                 2.7606,                      0,                      0,                      0,                      0,                 6.1231,                    inf,                 624.04,               0.071947,              0.0029465,              0.0029465
                      3,                 3.4535,                 3.0693,                 2.4811,                0.00034,                0.00706,                0.00017,                  5e-05,                 3.6232,                    inf,                 49.509,               0.057235,              0.0042347,              0.0042347
                      4,                 3.2496,                 2.7925,                 2.4909,                0.00034,                0.00706,                0.00017,                  5e-05,                 5.3199,                    inf,                 24.674,               0.042364,              0.0053644,              0.0053644
                      5,                 3.2055,                 2.6277,                 2.3841,                0.01054,                0.21529,                0.00641,                 0.0017,                 3.9211,                    inf,                 21.481,               0.027336,              0.0063358,              0.0063358
                      6,                 3.0676,                  2.616,                 2.3406,                 0.0069,                0.14118,                0.00396,                0.00082,                 3.6749,                 6.8319,                  12.55,               0.012149,              0.0071487,              0.0071487
                      7,                 3.0461,                 2.5273,                  2.318,                0.01379,                0.24118,                0.01055,                0.00217,                 3.4279,                 51.604,                  26.68,                0.00703,                0.00703,                0.00703
                      8,                  2.962,                 2.6309,                  2.295,                0.01616,                0.33059,                0.01145,                0.00261,                 3.5068,                    inf,                 8.4435,               0.006535,               0.006535,               0.006535
                      9,                 2.9145,                 2.4778,                 2.2654,                0.01971,                0.32941,                0.01268,                0.00271,                 4.1792,                 64.491,                 6.1876,                0.00604,                0.00604,                0.00604
                     10,                 2.8334,                 2.4577,                 2.2413,                0.00523,                0.10706,                0.00296,                0.00063,                 3.5631,                    inf,                 5.2221,               0.005545,               0.005545,               0.005545
                     11,                 2.7346,                 2.5445,                 2.2759,                0.03097,                0.18235,                 0.0206,                0.00404,                 3.7418,                 27.467,                  6.737,                0.00505,                0.00505,                0.00505
                     12,                 2.7234,                 2.3583,                 2.2646,                0.09101,                0.07647,                0.02498,                0.00474,                 4.1733,                 7.2954,                 10.222,               0.004555,               0.004555,               0.004555
                     13,                 2.7248,                 2.2972,                 2.2528,                0.02744,                0.15412,                0.01669,                0.00439,                 3.7123,                 4.0537,                 9.3969,                0.00406,                0.00406,                0.00406
                     14,                 2.6473,                 2.2329,                 2.1606,                0.03815,                0.32941,                0.03484,                0.00941,                 3.2442,                 2.9608,                 8.8965,               0.003565,               0.003565,               0.003565
                     15,                 2.6457,                 2.2589,                 2.2063,                0.04076,                0.20471,                 0.0253,                0.00703,                 3.1034,                 3.3525,                 6.6037,                0.00307,                0.00307,                0.00307
                     16,                  2.569,                 2.2142,                 2.1446,                0.02811,                0.24588,                0.02117,                0.00556,                 3.5794,                 3.0987,                 3.7999,               0.002575,               0.002575,               0.002575
                     17,                 2.5814,                 2.1681,                 2.1645,                0.08921,                0.30706,                 0.0628,                0.01794,                 3.0348,                 4.6262,                 2.9497,                0.00208,                0.00208,                0.00208
                     18,                 2.5601,                 2.2277,                 2.1761,                0.10114,                0.33176,                0.09783,                0.02954,                 2.8189,                 2.3016,                 2.5982,               0.001585,               0.001585,               0.001585
                     19,                  2.503,                 2.1772,                 2.1664,                0.18942,                0.25176,                0.13233,                0.04036,                 2.6848,                 2.3682,                 2.3615,                0.00109,                0.00109,                0.00109
                     20,                 2.4765,                 2.1101,                 2.1313,                0.17971,                0.25882,                0.12706,                0.04151,                 2.6397,                 2.3092,                 2.2561,               0.000595,               0.000595,               0.000595
